,Point,EndPointFrequency,StartPointFrequency,Latitude,Longitude,PointCounts,TotPct,StartPct,EndPct
2273,"(59.29807, 18.00421)",9,7,59.29807,18.00421,16,0.007220835721474314,0.005470117529382345,0.009614049330755344
2274,"(57.39378, 21.57525)",9,5,57.39378,21.57525,14,0.006318231256290025,0.003907226806701676,0.009614049330755344
2275,"(51.45818, 0.02768)",9,3,51.45818,0.02768,12,0.005415626791105735,0.0023443360840210052,0.009614049330755344
2276,"(59.24271, 15.11051)",9,3,59.24271,15.11051,12,0.005415626791105735,0.0023443360840210052,0.009614049330755344
2277,"(57.69684, 11.82898)",9,75,57.69684,11.82898,84,0.03790938753774015,0.058608402100525134,0.009614049330755344
2278,"(51.52116, 0.14188)",9,1,51.52116,0.14188,10,0.004513022325921446,0.0007814453613403351,0.009614049330755344
2279,"(54.11271, -6.75106)",9,5,54.11271,-6.75106,14,0.006318231256290025,0.003907226806701676,0.009614049330755344
2280,"(52.62942, -1.21076)",9,5,52.62942,-1.21076,14,0.006318231256290025,0.003907226806701676,0.009614049330755344
2281,"(51.658, -0.25979)",9,3,51.658,-0.25979,12,0.005415626791105735,0.0023443360840210052,0.009614049330755344
2282,"(55.11969, -6.67256)",9,3,55.11969,-6.67256,12,0.005415626791105735,0.0023443360840210052,0.009614049330755344
2283,"(59.21301, 17.84391)",9,8,59.21301,17.84391,17,0.0076721379540664585,0.006251562890722681,0.009614049330755344
2284,"(55.60906, 12.45306)",9,14,55.60906,12.45306,23,0.010379951349619327,0.01094023505876469,0.009614049330755344
2285,"(60.29712, 25.08031)",9,173,60.29712,25.08031,182,0.08213700633177033,0.13519004751187796,0.009614049330755344
2286,"(53.57436, -0.0763)",9,5,53.57436,-0.0763,14,0.006318231256290025,0.003907226806701676,0.009614049330755344
2287,"(53.38184, -1.42752)",9,10,53.38184,-1.42752,19,0.008574742419250748,0.007814453613403351,0.009614049330755344
2288,"(51.88105, -1.12481)",8,6,51.88105,-1.12481,14,0.006318231256290025,0.0046886721680420105,0.008545821627338083
2289,"(51.53297, -0.27454)",8,5,51.53297,-0.27454,13,0.00586692902369788,0.003907226806701676,0.008545821627338083
2290,"(57.67196, 12.13491)",8,10,57.67196,12.13491,18,0.008123440186658603,0.007814453613403351,0.008545821627338083
2291,"(51.90742, 4.35824)",8,3,51.90742,4.35824,11,0.004964324558513591,0.0023443360840210052,0.008545821627338083
2292,"(55.89212, -3.97604)",8,1,55.89212,-3.97604,9,0.004061720093329301,0.0007814453613403351,0.008545821627338083
2293,"(53.22628, -3.01338)",8,10,53.22628,-3.01338,18,0.008123440186658603,0.007814453613403351,0.008545821627338083
2294,"(59.21297, 17.84392)",8,4,59.21297,17.84392,12,0.005415626791105735,0.0031257814453613405,0.008545821627338083
2295,"(57.25193, 16.43126)",8,7,57.25193,16.43126,15,0.0067695334888821694,0.005470117529382345,0.008545821627338083
2296,"(52.53383, -2.01901)",8,18,52.53383,-2.01901,26,0.01173385804739576,0.01406601650412603,0.008545821627338083
2297,"(53.33025, -6.36533)",8,4,53.33025,-6.36533,12,0.005415626791105735,0.0031257814453613405,0.008545821627338083
2298,"(61.26079, 23.98904)",8,133,61.26079,23.98904,141,0.0636336147954924,0.10393223305826457,0.008545821627338083
2299,"(52.3364, 1.13476)",8,1,52.3364,1.13476,9,0.004061720093329301,0.0007814453613403351,0.008545821627338083
2300,"(50.63689, 5.42659)",8,2,50.63689,5.42659,10,0.004513022325921446,0.0015628907226806702,0.008545821627338083
2301,"(56.038, -3.40548)",8,3,56.038,-3.40548,11,0.004964324558513591,0.0023443360840210052,0.008545821627338083
2302,"(46.17404, 14.34702)",8,3,46.17404,14.34702,11,0.004964324558513591,0.0023443360840210052,0.008545821627338083
2303,"(52.47746, -2.0334)",8,1,52.47746,-2.0334,9,0.004061720093329301,0.0007814453613403351,0.008545821627338083
2304,"(54.99801, -7.27516)",8,5,54.99801,-7.27516,13,0.00586692902369788,0.003907226806701676,0.008545821627338083
2305,"(51.11816, 1.30536)",8,2,51.11816,1.30536,10,0.004513022325921446,0.0015628907226806702,0.008545821627338083
2306,"(57.67783, 14.15873)",8,3,57.67783,14.15873,11,0.004964324558513591,0.0023443360840210052,0.008545821627338083
2307,"(52.75986, -1.28065)",8,2,52.75986,-1.28065,10,0.004513022325921446,0.0015628907226806702,0.008545821627338083
2308,"(58.31173, 8.55737)",8,1,58.31173,8.55737,9,0.004061720093329301,0.0007814453613403351,0.008545821627338083
2309,"(51.57708, 0.60493)",8,1,51.57708,0.60493,9,0.004061720093329301,0.0007814453613403351,0.008545821627338083
2310,"(55.54548, 9.63345)",8,6,55.54548,9.63345,14,0.006318231256290025,0.0046886721680420105,0.008545821627338083
2311,"(56.10019, 15.47413)",8,1,56.10019,15.47413,9,0.004061720093329301,0.0007814453613403351,0.008545821627338083
2312,"(57.69321, -2.02616)",8,3,57.69321,-2.02616,11,0.004964324558513591,0.0023443360840210052,0.008545821627338083
2313,"(53.54779, -1.50409)",8,2,53.54779,-1.50409,10,0.004513022325921446,0.0015628907226806702,0.008545821627338083
2314,"(59.38674, 13.55174)",8,10,59.38674,13.55174,18,0.008123440186658603,0.007814453613403351,0.008545821627338083
2315,"(60.48815, 22.32559)",8,5,60.48815,22.32559,13,0.00586692902369788,0.003907226806701676,0.008545821627338083
2316,"(52.66883, 0.16485)",8,1,52.66883,0.16485,9,0.004061720093329301,0.0007814453613403351,0.008545821627338083
2317,"(54.64529, -3.52406)",8,1,54.64529,-3.52406,9,0.004061720093329301,0.0007814453613403351,0.008545821627338083
2318,"(51.16937, -0.189)",8,7,51.16937,-0.189,15,0.0067695334888821694,0.005470117529382345,0.008545821627338083
2319,"(55.86517, 12.8664)",8,9,55.86517,12.8664,17,0.0076721379540664585,0.007033008252063015,0.008545821627338083
2320,"(57.14548, -2.10272)",8,4,57.14548,-2.10272,12,0.005415626791105735,0.0031257814453613405,0.008545821627338083
2321,"(51.53853, -0.00143)",8,3,51.53853,-0.00143,11,0.004964324558513591,0.0023443360840210052,0.008545821627338083
2322,"(52.55974, -2.09999)",8,12,52.55974,-2.09999,20,0.009026044651842893,0.009377344336084021,0.008545821627338083
2323,"(59.98979, 11.02996)",8,4,59.98979,11.02996,12,0.005415626791105735,0.0031257814453613405,0.008545821627338083
2324,"(52.28143, -2.16206)",8,5,52.28143,-2.16206,13,0.00586692902369788,0.003907226806701676,0.008545821627338083
2325,"(51.65568, 5.66143)",8,6,51.65568,5.66143,14,0.006318231256290025,0.0046886721680420105,0.008545821627338083
2326,"(51.5026, 3.64047)",8,10,51.5026,3.64047,18,0.008123440186658603,0.007814453613403351,0.008545821627338083
2327,"(51.29209, 7.32813)",8,1,51.29209,7.32813,9,0.004061720093329301,0.0007814453613403351,0.008545821627338083
2328,"(53.57924, -2.52951)",8,1,53.57924,-2.52951,9,0.004061720093329301,0.0007814453613403351,0.008545821627338083
2329,"(53.41763, -6.35552)",8,7,53.41763,-6.35552,15,0.0067695334888821694,0.005470117529382345,0.008545821627338083
2330,"(51.53482, -0.12419)",8,5,51.53482,-0.12419,13,0.00586692902369788,0.003907226806701676,0.008545821627338083
2331,"(57.64478, 11.92385)",8,8,57.64478,11.92385,16,0.007220835721474314,0.006251562890722681,0.008545821627338083
2332,"(51.83243, -8.318)",8,2,51.83243,-8.318,10,0.004513022325921446,0.0015628907226806702,0.008545821627338083
2333,"(52.40505, 0.73224)",8,4,52.40505,0.73224,12,0.005415626791105735,0.0031257814453613405,0.008545821627338083
2334,"(53.28083, -2.80024)",8,1,53.28083,-2.80024,9,0.004061720093329301,0.0007814453613403351,0.008545821627338083
2335,"(53.35984, -2.76349)",8,2,53.35984,-2.76349,10,0.004513022325921446,0.0015628907226806702,0.008545821627338083
2336,"(57.69103, -2.02875)",8,12,57.69103,-2.02875,20,0.009026044651842893,0.009377344336084021,0.008545821627338083
2337,"(51.3833, -0.13765)",8,2,51.3833,-0.13765,10,0.004513022325921446,0.0015628907226806702,0.008545821627338083
2338,"(54.09083, -1.40816)",8,11,54.09083,-1.40816,19,0.008574742419250748,0.008595898974743686,0.008545821627338083
2339,"(50.96277, -1.33984)",8,2,50.96277,-1.33984,10,0.004513022325921446,0.0015628907226806702,0.008545821627338083
2340,"(52.47711, -1.86099)",8,4,52.47711,-1.86099,12,0.005415626791105735,0.0031257814453613405,0.008545821627338083
2341,"(53.18914, -6.79597)",8,3,53.18914,-6.79597,11,0.004964324558513591,0.0023443360840210052,0.008545821627338083
2342,"(58.00107, 15.61255)",8,4,58.00107,15.61255,12,0.005415626791105735,0.0031257814453613405,0.008545821627338083
2343,"(60.45816, 22.18026)",8,6,60.45816,22.18026,14,0.006318231256290025,0.0046886721680420105,0.008545821627338083
2344,"(59.93685, 10.87368)",8,2,59.93685,10.87368,10,0.004513022325921446,0.0015628907226806702,0.008545821627338083
2345,"(57.7001, 11.82755)",8,19,57.7001,11.82755,27,0.012185160279987905,0.014847461865466366,0.008545821627338083
2346,"(51.57709, 4.94418)",8,27,51.57709,4.94418,35,0.015795578140725065,0.021099024756189046,0.008545821627338083
2347,"(57.64041, 12.00409)",8,6,57.64041,12.00409,14,0.006318231256290025,0.0046886721680420105,0.008545821627338083
2348,"(54.3357, -2.74118)",8,5,54.3357,-2.74118,13,0.00586692902369788,0.003907226806701676,0.008545821627338083
2349,"(56.03706, 14.5731)",8,4,56.03706,14.5731,12,0.005415626791105735,0.0031257814453613405,0.008545821627338083
2350,"(51.70313, -1.7823)",8,2,51.70313,-1.7823,10,0.004513022325921446,0.0015628907226806702,0.008545821627338083
2351,"(51.54816, -0.35078)",8,2,51.54816,-0.35078,10,0.004513022325921446,0.0015628907226806702,0.008545821627338083
2352,"(53.38621, -6.29418)",8,1,53.38621,-6.29418,9,0.004061720093329301,0.0007814453613403351,0.008545821627338083
2353,"(53.48653, -2.84854)",8,1,53.48653,-2.84854,9,0.004061720093329301,0.0007814453613403351,0.008545821627338083
2354,"(53.7971, -1.54099)",8,2,53.7971,-1.54099,10,0.004513022325921446,0.0015628907226806702,0.008545821627338083
2355,"(53.50291, -6.26905)",8,2,53.50291,-6.26905,10,0.004513022325921446,0.0015628907226806702,0.008545821627338083
2356,"(50.97891, -1.3884)",8,3,50.97891,-1.3884,11,0.004964324558513591,0.0023443360840210052,0.008545821627338083
2357,"(60.31264, 11.14701)",8,2,60.31264,11.14701,10,0.004513022325921446,0.0015628907226806702,0.008545821627338083
2358,"(53.37811, -2.14163)",8,4,53.37811,-2.14163,12,0.005415626791105735,0.0031257814453613405,0.008545821627338083
2359,"(52.97659, -1.31854)",8,5,52.97659,-1.31854,13,0.00586692902369788,0.003907226806701676,0.008545821627338083
2360,"(52.00649, -2.12542)",8,4,52.00649,-2.12542,12,0.005415626791105735,0.0031257814453613405,0.008545821627338083
2361,"(51.94986, 19.72067)",8,4,51.94986,19.72067,12,0.005415626791105735,0.0031257814453613405,0.008545821627338083
2362,"(51.5071, -0.35536)",8,1,51.5071,-0.35536,9,0.004061720093329301,0.0007814453613403351,0.008545821627338083
2363,"(53.42885, -2.7012)",8,1,53.42885,-2.7012,9,0.004061720093329301,0.0007814453613403351,0.008545821627338083
2364,"(57.65052, 11.94442)",8,22,57.65052,11.94442,30,0.013539066977764339,0.017191797949487372,0.008545821627338083
2365,"(54.44953, -6.39167)",8,8,54.44953,-6.39167,16,0.007220835721474314,0.006251562890722681,0.008545821627338083
2366,"(51.47066, -0.41403)",8,3,51.47066,-0.41403,11,0.004964324558513591,0.0023443360840210052,0.008545821627338083
2367,"(54.85756, -6.32811)",8,5,54.85756,-6.32811,13,0.00586692902369788,0.003907226806701676,0.008545821627338083
2368,"(49.19788, 9.66547)",8,1,49.19788,9.66547,9,0.004061720093329301,0.0007814453613403351,0.008545821627338083
2369,"(53.07016, -2.03055)",8,10,53.07016,-2.03055,18,0.008123440186658603,0.007814453613403351,0.008545821627338083
2370,"(63.37108, 23.44404)",8,3,63.37108,23.44404,11,0.004964324558513591,0.0023443360840210052,0.008545821627338083
2371,"(57.12626, -2.0836)",8,5,57.12626,-2.0836,13,0.00586692902369788,0.003907226806701676,0.008545821627338083
2372,"(56.56059, 13.72407)",8,6,56.56059,13.72407,14,0.006318231256290025,0.0046886721680420105,0.008545821627338083
2373,"(53.41405, -1.49823)",8,2,53.41405,-1.49823,10,0.004513022325921446,0.0015628907226806702,0.008545821627338083
2374,"(60.13777, 16.18352)",8,34,60.13777,16.18352,42,0.018954693768870073,0.02656914228557139,0.008545821627338083
2375,"(51.88267, 4.4193)",8,62,51.88267,4.4193,70,0.03159115628145013,0.04844961240310078,0.008545821627338083
2376,"(52.12885, -0.4124)",8,7,52.12885,-0.4124,15,0.0067695334888821694,0.005470117529382345,0.008545821627338083
2377,"(57.72285, 11.6505)",8,3,57.72285,11.6505,11,0.004964324558513591,0.0023443360840210052,0.008545821627338083
2378,"(59.28957, 18.01005)",8,4,59.28957,18.01005,12,0.005415626791105735,0.0031257814453613405,0.008545821627338083
2379,"(56.17643, 15.29893)",8,6,56.17643,15.29893,14,0.006318231256290025,0.0046886721680420105,0.008545821627338083
2380,"(53.59847, -2.28383)",8,3,53.59847,-2.28383,11,0.004964324558513591,0.0023443360840210052,0.008545821627338083
2381,"(56.72138, 14.14678)",8,5,56.72138,14.14678,13,0.00586692902369788,0.003907226806701676,0.008545821627338083
2382,"(61.36146, 23.81224)",8,8,61.36146,23.81224,16,0.007220835721474314,0.006251562890722681,0.008545821627338083
2383,"(57.73258, 11.94942)",8,1,57.73258,11.94942,9,0.004061720093329301,0.0007814453613403351,0.008545821627338083
2384,"(53.84397, -0.82206)",8,4,53.84397,-0.82206,12,0.005415626791105735,0.0031257814453613405,0.008545821627338083
2385,"(56.35032, 14.6028)",8,6,56.35032,14.6028,14,0.006318231256290025,0.0046886721680420105,0.008545821627338083
2386,"(60.22185, 24.8596)",8,3,60.22185,24.8596,11,0.004964324558513591,0.0023443360840210052,0.008545821627338083
2387,"(49.95796, 8.25547)",8,12,49.95796,8.25547,20,0.009026044651842893,0.009377344336084021,0.008545821627338083
2388,"(51.51353, -0.22542)",8,6,51.51353,-0.22542,14,0.006318231256290025,0.0046886721680420105,0.008545821627338083
2389,"(62.29431, 25.80061)",8,6,62.29431,25.80061,14,0.006318231256290025,0.0046886721680420105,0.008545821627338083
2390,"(45.66145, 9.15018)",8,8,45.66145,9.15018,16,0.007220835721474314,0.006251562890722681,0.008545821627338083
2391,"(53.19388, -1.36163)",8,4,53.19388,-1.36163,12,0.005415626791105735,0.0031257814453613405,0.008545821627338083
2392,"(51.59167, -0.05609)",8,3,51.59167,-0.05609,11,0.004964324558513591,0.0023443360840210052,0.008545821627338083
2393,"(51.88835, 0.92049)",8,8,51.88835,0.92049,16,0.007220835721474314,0.006251562890722681,0.008545821627338083
2394,"(51.18573, 0.39071)",8,1,51.18573,0.39071,9,0.004061720093329301,0.0007814453613403351,0.008545821627338083
2395,"(52.88371, -0.14893)",8,7,52.88371,-0.14893,15,0.0067695334888821694,0.005470117529382345,0.008545821627338083
2396,"(57.17662, 12.47472)",8,1,57.17662,12.47472,9,0.004061720093329301,0.0007814453613403351,0.008545821627338083
2397,"(56.17274, 13.70116)",8,9,56.17274,13.70116,17,0.0076721379540664585,0.007033008252063015,0.008545821627338083
2398,"(53.22918, -6.64708)",8,1,53.22918,-6.64708,9,0.004061720093329301,0.0007814453613403351,0.008545821627338083
2399,"(58.59752, 16.13463)",8,2,58.59752,16.13463,10,0.004513022325921446,0.0015628907226806702,0.008545821627338083
2400,"(55.38606, 13.11034)",8,8,55.38606,13.11034,16,0.007220835721474314,0.006251562890722681,0.008545821627338083
2401,"(53.42787, -2.43011)",8,6,53.42787,-2.43011,14,0.006318231256290025,0.0046886721680420105,0.008545821627338083
2402,"(55.9511, -3.98399)",8,2,55.9511,-3.98399,10,0.004513022325921446,0.0015628907226806702,0.008545821627338083
2403,"(53.36452, -1.23523)",8,1,53.36452,-1.23523,9,0.004061720093329301,0.0007814453613403351,0.008545821627338083
2404,"(51.54259, -0.27984)",8,3,51.54259,-0.27984,11,0.004964324558513591,0.0023443360840210052,0.008545821627338083
2405,"(52.71566, -2.47589)",8,5,52.71566,-2.47589,13,0.00586692902369788,0.003907226806701676,0.008545821627338083
2406,"(51.21419, -1.44993)",8,5,51.21419,-1.44993,13,0.00586692902369788,0.003907226806701676,0.008545821627338083
2407,"(51.39255, 9.7623)",8,1,51.39255,9.7623,9,0.004061720093329301,0.0007814453613403351,0.008545821627338083
2408,"(60.2906, 24.98461)",8,5,60.2906,24.98461,13,0.00586692902369788,0.003907226806701676,0.008545821627338083
2409,"(50.8619, -3.37987)",8,2,50.8619,-3.37987,10,0.004513022325921446,0.0015628907226806702,0.008545821627338083
2410,"(52.30236, -0.73436)",8,3,52.30236,-0.73436,11,0.004964324558513591,0.0023443360840210052,0.008545821627338083
2411,"(60.26616, 24.73858)",8,9,60.26616,24.73858,17,0.0076721379540664585,0.007033008252063015,0.008545821627338083
2412,"(59.34578, 10.91061)",8,11,59.34578,10.91061,19,0.008574742419250748,0.008595898974743686,0.008545821627338083
2413,"(54.5693, -1.29432)",8,3,54.5693,-1.29432,11,0.004964324558513591,0.0023443360840210052,0.008545821627338083
2414,"(54.51005, -6.04179)",8,7,54.51005,-6.04179,15,0.0067695334888821694,0.005470117529382345,0.008545821627338083
2415,"(51.89754, -1.12766)",8,1,51.89754,-1.12766,9,0.004061720093329301,0.0007814453613403351,0.008545821627338083
2416,"(54.2378, -0.40814)",8,2,54.2378,-0.40814,10,0.004513022325921446,0.0015628907226806702,0.008545821627338083
2417,"(51.43811, -0.44072)",8,7,51.43811,-0.44072,15,0.0067695334888821694,0.005470117529382345,0.008545821627338083
2418,"(52.83369, -2.20684)",8,5,52.83369,-2.20684,13,0.00586692902369788,0.003907226806701676,0.008545821627338083
2419,"(51.90211, 4.31256)",8,4,51.90211,4.31256,12,0.005415626791105735,0.0031257814453613405,0.008545821627338083
2420,"(54.58643, -1.10183)",8,5,54.58643,-1.10183,13,0.00586692902369788,0.003907226806701676,0.008545821627338083
2421,"(59.82105, 22.96073)",8,1,59.82105,22.96073,9,0.004061720093329301,0.0007814453613403351,0.008545821627338083
2422,"(52.963, 0.00239)",8,1,52.963,0.00239,9,0.004061720093329301,0.0007814453613403351,0.008545821627338083
2423,"(54.83188, 23.88799)",8,3,54.83188,23.88799,11,0.004964324558513591,0.0023443360840210052,0.008545821627338083
2424,"(55.6063, 13.09672)",8,14,55.6063,13.09672,22,0.009928649117027183,0.01094023505876469,0.008545821627338083
2425,"(51.24017, -0.61606)",8,6,51.24017,-0.61606,14,0.006318231256290025,0.0046886721680420105,0.008545821627338083
2426,"(57.57494, 12.08835)",8,6,57.57494,12.08835,14,0.006318231256290025,0.0046886721680420105,0.008545821627338083
2427,"(50.92354, -0.14677)",8,5,50.92354,-0.14677,13,0.00586692902369788,0.003907226806701676,0.008545821627338083
2428,"(49.41063, 11.05381)",8,7,49.41063,11.05381,15,0.0067695334888821694,0.005470117529382345,0.008545821627338083
2429,"(53.54385, 10.09157)",8,1,53.54385,10.09157,9,0.004061720093329301,0.0007814453613403351,0.008545821627338083
2430,"(57.43927, 10.54892)",8,3,57.43927,10.54892,11,0.004964324558513591,0.0023443360840210052,0.008545821627338083
2431,"(52.40655, 0.08652)",8,2,52.40655,0.08652,10,0.004513022325921446,0.0015628907226806702,0.008545821627338083
2432,"(53.33229, -6.36464)",8,6,53.33229,-6.36464,14,0.006318231256290025,0.0046886721680420105,0.008545821627338083
2433,"(53.40308, -3.0161)",8,9,53.40308,-3.0161,17,0.0076721379540664585,0.007033008252063015,0.008545821627338083
2434,"(59.63029, 17.864)",8,9,59.63029,17.864,17,0.0076721379540664585,0.007033008252063015,0.008545821627338083
2435,"(58.77892, 5.83406)",8,1,58.77892,5.83406,9,0.004061720093329301,0.0007814453613403351,0.008545821627338083
2436,"(57.63475, 14.6872)",8,4,57.63475,14.6872,12,0.005415626791105735,0.0031257814453613405,0.008545821627338083
2437,"(51.61894, -0.1451)",8,4,51.61894,-0.1451,12,0.005415626791105735,0.0031257814453613405,0.008545821627338083
2438,"(54.34242, -7.63412)",8,8,54.34242,-7.63412,16,0.007220835721474314,0.006251562890722681,0.008545821627338083
2439,"(59.24303, 15.11519)",8,1,59.24303,15.11519,9,0.004061720093329301,0.0007814453613403351,0.008545821627338083
2440,"(48.84169, 2.54372)",8,1,48.84169,2.54372,9,0.004061720093329301,0.0007814453613403351,0.008545821627338083
2441,"(52.45614, -1.52314)",8,126,52.45614,-1.52314,134,0.06047449916734739,0.09846211552888222,0.008545821627338083
2442,"(50.96074, -2.37257)",8,4,50.96074,-2.37257,12,0.005415626791105735,0.0031257814453613405,0.008545821627338083
2443,"(53.35083, -2.76924)",8,4,53.35083,-2.76924,12,0.005415626791105735,0.0031257814453613405,0.008545821627338083
2444,"(53.39917, -6.29288)",8,4,53.39917,-6.29288,12,0.005415626791105735,0.0031257814453613405,0.008545821627338083
2445,"(60.21527, 24.9175)",8,5,60.21527,24.9175,13,0.00586692902369788,0.003907226806701676,0.008545821627338083
2446,"(53.50793, 7.49773)",8,6,53.50793,7.49773,14,0.006318231256290025,0.0046886721680420105,0.008545821627338083
2447,"(51.5621, 6.95789)",8,9,51.5621,6.95789,17,0.0076721379540664585,0.007033008252063015,0.008545821627338083
2448,"(54.13046, 12.15339)",8,3,54.13046,12.15339,11,0.004964324558513591,0.0023443360840210052,0.008545821627338083
2449,"(51.85008, 4.66751)",8,36,51.85008,4.66751,44,0.019857298234054365,0.02813203300825206,0.008545821627338083
2450,"(54.50413, -6.03871)",8,1,54.50413,-6.03871,9,0.004061720093329301,0.0007814453613403351,0.008545821627338083
2451,"(52.38871, -0.25482)",8,1,52.38871,-0.25482,9,0.004061720093329301,0.0007814453613403351,0.008545821627338083
2452,"(52.87855, -2.5162)",8,1,52.87855,-2.5162,9,0.004061720093329301,0.0007814453613403351,0.008545821627338083
2453,"(53.60866, -0.1689)",8,96,53.60866,-0.1689,104,0.04693543218958304,0.07501875468867217,0.008545821627338083
2454,"(58.63376, 13.43685)",8,2,58.63376,13.43685,10,0.004513022325921446,0.0015628907226806702,0.008545821627338083
2455,"(59.57941, 10.73551)",8,3,59.57941,10.73551,11,0.004964324558513591,0.0023443360840210052,0.008545821627338083
2456,"(49.19419, -0.30131)",8,2,49.19419,-0.30131,10,0.004513022325921446,0.0015628907226806702,0.008545821627338083
2457,"(52.64991, -8.57773)",8,2,52.64991,-8.57773,10,0.004513022325921446,0.0015628907226806702,0.008545821627338083
2458,"(53.58006, -0.06914)",8,9,53.58006,-0.06914,17,0.0076721379540664585,0.007033008252063015,0.008545821627338083
2459,"(48.62207, 10.17524)",8,1,48.62207,10.17524,9,0.004061720093329301,0.0007814453613403351,0.008545821627338083
2460,"(53.47299, -2.33695)",8,2,53.47299,-2.33695,10,0.004513022325921446,0.0015628907226806702,0.008545821627338083
2461,"(54.12017, -6.73765)",8,2,54.12017,-6.73765,10,0.004513022325921446,0.0015628907226806702,0.008545821627338083
2462,"(52.05834, -9.50898)",8,1,52.05834,-9.50898,9,0.004061720093329301,0.0007814453613403351,0.008545821627338083
2463,"(52.23027, 5.36823)",8,2,52.23027,5.36823,10,0.004513022325921446,0.0015628907226806702,0.008545821627338083
2464,"(63.66398, 22.76472)",8,1,63.66398,22.76472,9,0.004061720093329301,0.0007814453613403351,0.008545821627338083
2465,"(56.33273, 13.66531)",8,2,56.33273,13.66531,10,0.004513022325921446,0.0015628907226806702,0.008545821627338083
2466,"(53.5384, -2.09627)",8,3,53.5384,-2.09627,11,0.004964324558513591,0.0023443360840210052,0.008545821627338083
2467,"(53.36054, -2.00688)",8,6,53.36054,-2.00688,14,0.006318231256290025,0.0046886721680420105,0.008545821627338083
2468,"(51.11234, -2.99279)",8,67,51.11234,-2.99279,75,0.033847667444410846,0.05235683920980245,0.008545821627338083
2469,"(59.79944, 10.82455)",8,8,59.79944,10.82455,16,0.007220835721474314,0.006251562890722681,0.008545821627338083
2470,"(52.56403, -1.9872)",8,1,52.56403,-1.9872,9,0.004061720093329301,0.0007814453613403351,0.008545821627338083
2471,"(54.14912, -0.84921)",8,2,54.14912,-0.84921,10,0.004513022325921446,0.0015628907226806702,0.008545821627338083
2472,"(56.16423, 14.81926)",8,7,56.16423,14.81926,15,0.0067695334888821694,0.005470117529382345,0.008545821627338083
2473,"(55.71139, 9.53682)",8,15,55.71139,9.53682,23,0.010379951349619327,0.011721680420105025,0.008545821627338083
2474,"(60.37408, 25.10034)",8,16,60.37408,25.10034,24,0.01083125358221147,0.012503125781445362,0.008545821627338083
2475,"(55.82612, -4.04377)",8,4,55.82612,-4.04377,12,0.005415626791105735,0.0031257814453613405,0.008545821627338083
2476,"(47.74863, -3.35693)",8,1,47.74863,-3.35693,9,0.004061720093329301,0.0007814453613403351,0.008545821627338083
2477,"(53.95208, -0.44713)",8,2,53.95208,-0.44713,10,0.004513022325921446,0.0015628907226806702,0.008545821627338083
2478,"(50.79843, 0.05247)",8,3,50.79843,0.05247,11,0.004964324558513591,0.0023443360840210052,0.008545821627338083
2479,"(60.5725, 24.8081)",8,5,60.5725,24.8081,13,0.00586692902369788,0.003907226806701676,0.008545821627338083
2480,"(61.03988, 28.2013)",8,6,61.03988,28.2013,14,0.006318231256290025,0.0046886721680420105,0.008545821627338083
2481,"(54.06098, -6.81251)",8,1,54.06098,-6.81251,9,0.004061720093329301,0.0007814453613403351,0.008545821627338083
2482,"(52.60771, -0.28346)",8,2,52.60771,-0.28346,10,0.004513022325921446,0.0015628907226806702,0.008545821627338083
2483,"(55.56599, 12.979)",8,3,55.56599,12.979,11,0.004964324558513591,0.0023443360840210052,0.008545821627338083
2484,"(59.42542, 24.8409)",8,2,59.42542,24.8409,10,0.004513022325921446,0.0015628907226806702,0.008545821627338083
2485,"(53.2903, -3.0645)",8,2,53.2903,-3.0645,10,0.004513022325921446,0.0015628907226806702,0.008545821627338083
2486,"(52.70164, -1.32832)",8,3,52.70164,-1.32832,11,0.004964324558513591,0.0023443360840210052,0.008545821627338083
2487,"(57.49501, 10.50188)",8,5,57.49501,10.50188,13,0.00586692902369788,0.003907226806701676,0.008545821627338083
2488,"(52.40463, 0.73123)",8,2,52.40463,0.73123,10,0.004513022325921446,0.0015628907226806702,0.008545821627338083
2489,"(61.4799, 23.86279)",8,3,61.4799,23.86279,11,0.004964324558513591,0.0023443360840210052,0.008545821627338083
2490,"(59.96437, 10.77109)",8,2,59.96437,10.77109,10,0.004513022325921446,0.0015628907226806702,0.008545821627338083
2491,"(59.92765, 10.82369)",8,6,59.92765,10.82369,14,0.006318231256290025,0.0046886721680420105,0.008545821627338083
2492,"(48.67679, 5.89027)",8,4,48.67679,5.89027,12,0.005415626791105735,0.0031257814453613405,0.008545821627338083
2493,"(51.48194, 0.3376)",8,6,51.48194,0.3376,14,0.006318231256290025,0.0046886721680420105,0.008545821627338083
2494,"(53.63009, -2.95844)",8,1,53.63009,-2.95844,9,0.004061720093329301,0.0007814453613403351,0.008545821627338083
2495,"(53.58152, -0.06141)",8,8,53.58152,-0.06141,16,0.007220835721474314,0.006251562890722681,0.008545821627338083
2496,"(50.81211, 2.57668)",8,2,50.81211,2.57668,10,0.004513022325921446,0.0015628907226806702,0.008545821627338083
2497,"(52.59396, -1.62797)",8,8,52.59396,-1.62797,16,0.007220835721474314,0.006251562890722681,0.008545821627338083
2498,"(55.44474, 13.84402)",8,2,55.44474,13.84402,10,0.004513022325921446,0.0015628907226806702,0.008545821627338083
2499,"(56.91141, 14.81542)",8,1,56.91141,14.81542,9,0.004061720093329301,0.0007814453613403351,0.008545821627338083
2500,"(60.30199, 25.10097)",8,8,60.30199,25.10097,16,0.007220835721474314,0.006251562890722681,0.008545821627338083
