,Point,EndPointFrequency,StartPointFrequency,Latitude,Longitude,PointCounts,TotPct,StartPct,EndPct
8563,"(52.02809, -0.81248)",3,2,52.02809,-0.81248,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8564,"(60.33886, 25.01447)",3,2,60.33886,25.01447,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8565,"(51.21084, 5.28044)",3,16,51.21084,5.28044,19,0.008574742419250748,0.012503125781445362,0.003204683110251781
8566,"(53.84824, 10.91828)",3,1,53.84824,10.91828,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8567,"(57.74211, 11.99152)",3,3,57.74211,11.99152,6,0.0027078133955528677,0.0023443360840210052,0.003204683110251781
8568,"(56.1798, 14.84811)",3,1,56.1798,14.84811,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8569,"(56.12289, 9.09996)",3,5,56.12289,9.09996,8,0.003610417860737157,0.003907226806701676,0.003204683110251781
8570,"(54.34467, -5.73591)",3,1,54.34467,-5.73591,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8571,"(53.5968, -2.16845)",3,1,53.5968,-2.16845,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8572,"(55.83581, 13.31642)",3,2,55.83581,13.31642,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8573,"(53.39905, -0.77031)",3,1,53.39905,-0.77031,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8574,"(51.66406, 5.03272)",3,1,51.66406,5.03272,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8575,"(57.82523, 13.42013)",3,1,57.82523,13.42013,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8576,"(60.92653, 24.64884)",3,1,60.92653,24.64884,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8577,"(53.51742, 10.08898)",3,1,53.51742,10.08898,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8578,"(54.90652, 23.98072)",3,1,54.90652,23.98072,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8579,"(51.44303, 6.8937)",3,1,51.44303,6.8937,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8580,"(52.1001, 5.08624)",3,1,52.1001,5.08624,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8581,"(68.77891, 16.59052)",3,1,68.77891,16.59052,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8582,"(51.9524, -3.38135)",3,1,51.9524,-3.38135,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8583,"(51.24462, -0.85805)",3,1,51.24462,-0.85805,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8584,"(51.31341, 1.04709)",3,1,51.31341,1.04709,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8585,"(54.02975, 11.91613)",3,2,54.02975,11.91613,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8586,"(53.2777, -6.37804)",3,1,53.2777,-6.37804,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8587,"(56.03965, 14.2529)",3,2,56.03965,14.2529,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8588,"(51.53045, 7.08946)",3,4,51.53045,7.08946,7,0.0031591156281450127,0.0031257814453613405,0.003204683110251781
8589,"(50.6229, 3.32046)",3,3,50.6229,3.32046,6,0.0027078133955528677,0.0023443360840210052,0.003204683110251781
8590,"(58.26438, 14.64948)",3,5,58.26438,14.64948,8,0.003610417860737157,0.003907226806701676,0.003204683110251781
8591,"(53.41469, -6.36116)",3,1,53.41469,-6.36116,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8592,"(51.54786, 4.14451)",3,2,51.54786,4.14451,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8593,"(52.5175, -1.44712)",3,1,52.5175,-1.44712,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8594,"(54.72194, -5.95083)",3,2,54.72194,-5.95083,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8595,"(51.48179, -2.7156)",3,1,51.48179,-2.7156,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8596,"(52.54665, 0.82561)",3,2,52.54665,0.82561,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8597,"(55.59156, 13.03353)",3,2,55.59156,13.03353,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8598,"(51.2735, -1.10403)",3,1,51.2735,-1.10403,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8599,"(53.22845, -6.18332)",3,3,53.22845,-6.18332,6,0.0027078133955528677,0.0023443360840210052,0.003204683110251781
8600,"(51.52796, 0.08877)",3,1,51.52796,0.08877,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8601,"(57.7677, 14.09763)",3,4,57.7677,14.09763,7,0.0031591156281450127,0.0031257814453613405,0.003204683110251781
8602,"(53.35814, -2.78057)",3,4,53.35814,-2.78057,7,0.0031591156281450127,0.0031257814453613405,0.003204683110251781
8603,"(58.41306, 15.66375)",3,1,58.41306,15.66375,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8604,"(51.08607, 13.27829)",3,1,51.08607,13.27829,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8605,"(53.52786, -2.54777)",3,1,53.52786,-2.54777,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8606,"(54.85654, -1.67681)",3,1,54.85654,-1.67681,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8607,"(60.19873, 25.04372)",3,2,60.19873,25.04372,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8608,"(61.46693, 21.8206)",3,3,61.46693,21.8206,6,0.0027078133955528677,0.0023443360840210052,0.003204683110251781
8609,"(50.75782, 2.9923)",3,1,50.75782,2.9923,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8610,"(59.97617, -1.32075)",3,2,59.97617,-1.32075,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8611,"(53.57607, -0.06932)",3,1,53.57607,-0.06932,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8612,"(50.86558, 3.44204)",3,7,50.86558,3.44204,10,0.004513022325921446,0.005470117529382345,0.003204683110251781
8613,"(60.29376, 22.26073)",3,292,60.29376,22.26073,295,0.13313415861468267,0.22818204551137786,0.003204683110251781
8614,"(51.33924, 3.18656)",3,2,51.33924,3.18656,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8615,"(50.3837, 2.80769)",3,4,50.3837,2.80769,7,0.0031591156281450127,0.0031257814453613405,0.003204683110251781
8616,"(49.95366, 14.64135)",3,1,49.95366,14.64135,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8617,"(48.2399987007604, 2.334665055388463)",3,1,48.2399987007604,2.334665055388463,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8618,"(53.4103, -6.31676)",3,1,53.4103,-6.31676,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8619,"(57.71251, 11.97543)",3,1,57.71251,11.97543,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8620,"(52.02812, 4.54457)",3,1,52.02812,4.54457,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8621,"(51.42165, -0.97442)",3,2,51.42165,-0.97442,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8622,"(43.19139, 5.61011)",3,1,43.19139,5.61011,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8623,"(53.72117, -0.42667)",3,1,53.72117,-0.42667,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8624,"(57.67602, 14.6974)",3,1,57.67602,14.6974,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8625,"(53.3602, -2.91058)",3,1,53.3602,-2.91058,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8626,"(53.58223, -2.41471)",3,1,53.58223,-2.41471,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8627,"(53.39119, -3.01965)",3,1,53.39119,-3.01965,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8628,"(52.39715, -1.26751)",3,1,52.39715,-1.26751,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8629,"(53.69742, -0.86928)",3,1,53.69742,-0.86928,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8630,"(52.46002, -1.82839)",3,1,52.46002,-1.82839,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8631,"(55.50215, 9.02179)",3,1,55.50215,9.02179,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8632,"(59.20839, 17.92513)",3,2,59.20839,17.92513,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8633,"(61.26004, 23.99501)",3,1,61.26004,23.99501,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8634,"(60.77682, 10.87032)",3,1,60.77682,10.87032,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8635,"(46.5325, 24.59189)",3,1,46.5325,24.59189,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8636,"(55.62064, 13.04401)",3,1,55.62064,13.04401,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8637,"(57.7347, 12.0017)",3,4,57.7347,12.0017,7,0.0031591156281450127,0.0031257814453613405,0.003204683110251781
8638,"(60.72307, 10.61041)",3,18,60.72307,10.61041,21,0.009477346884435037,0.01406601650412603,0.003204683110251781
8639,"(52.27403, -7.14765)",3,15,52.27403,-7.14765,18,0.008123440186658603,0.011721680420105025,0.003204683110251781
8640,"(51.53126, -0.14469)",3,1,51.53126,-0.14469,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8641,"(55.42557, 9.29713)",3,1,55.42557,9.29713,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8642,"(61.44811, 23.88504)",3,2,61.44811,23.88504,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8643,"(52.55478, -0.26035)",3,2,52.55478,-0.26035,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8644,"(53.78894, -2.28889)",3,5,53.78894,-2.28889,8,0.003610417860737157,0.003907226806701676,0.003204683110251781
8645,"(52.40593, 0.29789)",3,3,52.40593,0.29789,6,0.0027078133955528677,0.0023443360840210052,0.003204683110251781
8646,"(55.56941, 12.23455)",3,4,55.56941,12.23455,7,0.0031591156281450127,0.0031257814453613405,0.003204683110251781
8647,"(57.76974, 11.99244)",3,2,57.76974,11.99244,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8648,"(54.51277, -6.10639)",3,2,54.51277,-6.10639,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8649,"(54.27772, -7.06802)",3,1,54.27772,-7.06802,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8650,"(61.79437, 22.457)",3,4,61.79437,22.457,7,0.0031591156281450127,0.0031257814453613405,0.003204683110251781
8651,"(51.84778, -4.33544)",3,2,51.84778,-4.33544,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8652,"(53.14967, 12.39292)",3,68,53.14967,12.39292,71,0.03204245851404227,0.05313828457114278,0.003204683110251781
8653,"(51.14662, -0.18793)",3,1,51.14662,-0.18793,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8654,"(52.8633, -8.20018)",3,1,52.8633,-8.20018,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8655,"(52.99641, -6.08652)",3,2,52.99641,-6.08652,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8656,"(59.74728, 10.24423)",3,5,59.74728,10.24423,8,0.003610417860737157,0.003907226806701676,0.003204683110251781
8657,"(52.46768, 4.63705)",3,9,52.46768,4.63705,12,0.005415626791105735,0.007033008252063015,0.003204683110251781
8658,"(53.67792, -1.48961)",3,1,53.67792,-1.48961,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8659,"(52.7148, -1.06156)",3,1,52.7148,-1.06156,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8660,"(57.31546, 13.85562)",3,3,57.31546,13.85562,6,0.0027078133955528677,0.0023443360840210052,0.003204683110251781
8661,"(59.3582, 17.03095)",3,2,59.3582,17.03095,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8662,"(60.55787, 5.26396)",3,1,60.55787,5.26396,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8663,"(50.93042, 3.96079)",3,2,50.93042,3.96079,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8664,"(56.02142, 14.13927)",3,3,56.02142,14.13927,6,0.0027078133955528677,0.0023443360840210052,0.003204683110251781
8665,"(51.66254, -2.05338)",3,1,51.66254,-2.05338,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8666,"(50.55654, 22.05007)",3,9,50.55654,22.05007,12,0.005415626791105735,0.007033008252063015,0.003204683110251781
8667,"(47.94553, 10.83981)",3,1,47.94553,10.83981,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8668,"(53.11044, -1.24313)",3,2,53.11044,-1.24313,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8669,"(56.04349, 12.78129)",3,8,56.04349,12.78129,11,0.004964324558513591,0.006251562890722681,0.003204683110251781
8670,"(56.88463, 9.8102)",3,1,56.88463,9.8102,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8671,"(56.23303, 15.26329)",3,1,56.23303,15.26329,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8672,"(55.7528, 11.32642)",3,2,55.7528,11.32642,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8673,"(62.34656, 30.4532)",3,1,62.34656,30.4532,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8674,"(54.98146, -7.30363)",3,1,54.98146,-7.30363,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8675,"(66.3077, 14.1525)",3,6,66.3077,14.1525,9,0.004061720093329301,0.0046886721680420105,0.003204683110251781
8676,"(52.45795, -2.0431)",3,2,52.45795,-2.0431,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8677,"(56.46506, 14.67894)",3,3,56.46506,14.67894,6,0.0027078133955528677,0.0023443360840210052,0.003204683110251781
8678,"(51.87697, -8.46986)",3,3,51.87697,-8.46986,6,0.0027078133955528677,0.0023443360840210052,0.003204683110251781
8679,"(60.88572, 11.53004)",3,2,60.88572,11.53004,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8680,"(63.70637, 11.15899)",3,14,63.70637,11.15899,17,0.0076721379540664585,0.01094023505876469,0.003204683110251781
8681,"(59.18718, 17.45909)",3,1,59.18718,17.45909,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8682,"(52.57448, -0.20907)",3,3,52.57448,-0.20907,6,0.0027078133955528677,0.0023443360840210052,0.003204683110251781
8683,"(59.4479, 13.43735)",3,1,59.4479,13.43735,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8684,"(52.1292, 5.03424)",3,2,52.1292,5.03424,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8685,"(52.98533, -2.12346)",3,2,52.98533,-2.12346,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8686,"(53.56898, -0.61994)",3,3,53.56898,-0.61994,6,0.0027078133955528677,0.0023443360840210052,0.003204683110251781
8687,"(51.43619, -0.21383)",3,4,51.43619,-0.21383,7,0.0031591156281450127,0.0031257814453613405,0.003204683110251781
8688,"(52.60682, -2.12535)",3,3,52.60682,-2.12535,6,0.0027078133955528677,0.0023443360840210052,0.003204683110251781
8689,"(51.50179, -0.40012)",3,2,51.50179,-0.40012,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8690,"(59.06262, 15.05891)",3,2,59.06262,15.05891,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8691,"(52.0427, 4.39202)",3,1,52.0427,4.39202,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8692,"(51.13121, -0.17353)",3,4,51.13121,-0.17353,7,0.0031591156281450127,0.0031257814453613405,0.003204683110251781
8693,"(51.75244, 5.84877)",3,1,51.75244,5.84877,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8694,"(56.68989, 22.57021)",3,1,56.68989,22.57021,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8695,"(51.65414, 4.85072)",3,1,51.65414,4.85072,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8696,"(53.47654, -2.32189)",3,9,53.47654,-2.32189,12,0.005415626791105735,0.007033008252063015,0.003204683110251781
8697,"(54.92163, -1.42616)",3,3,54.92163,-1.42616,6,0.0027078133955528677,0.0023443360840210052,0.003204683110251781
8698,"(60.15881, -1.26198)",3,1,60.15881,-1.26198,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8699,"(53.39282, -1.43554)",3,1,53.39282,-1.43554,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8700,"(52.52432, -1.7011)",3,1,52.52432,-1.7011,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8701,"(53.97078, -1.13593)",3,3,53.97078,-1.13593,6,0.0027078133955528677,0.0023443360840210052,0.003204683110251781
8702,"(55.9127, 23.29772)",3,2,55.9127,23.29772,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8703,"(56.07932, 12.75495)",3,2,56.07932,12.75495,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8704,"(51.21817, -1.45416)",3,3,51.21817,-1.45416,6,0.0027078133955528677,0.0023443360840210052,0.003204683110251781
8705,"(60.23064, -1.30397)",3,1,60.23064,-1.30397,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8706,"(53.31134, -6.35849)",3,11,53.31134,-6.35849,14,0.006318231256290025,0.008595898974743686,0.003204683110251781
8707,"(57.69894, 11.81462)",3,6,57.69894,11.81462,9,0.004061720093329301,0.0046886721680420105,0.003204683110251781
8708,"(55.87228, -4.03694)",3,2,55.87228,-4.03694,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8709,"(55.87421, -4.26084)",3,3,55.87421,-4.26084,6,0.0027078133955528677,0.0023443360840210052,0.003204683110251781
8710,"(52.42253, 1.39464)",3,2,52.42253,1.39464,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8711,"(63.59366, 27.17685)",3,3,63.59366,27.17685,6,0.0027078133955528677,0.0023443360840210052,0.003204683110251781
8712,"(50.42455, 7.34327)",3,1,50.42455,7.34327,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8713,"(51.32996, -0.83539)",3,3,51.32996,-0.83539,6,0.0027078133955528677,0.0023443360840210052,0.003204683110251781
8714,"(51.06485, 4.33432)",3,4,51.06485,4.33432,7,0.0031591156281450127,0.0031257814453613405,0.003204683110251781
8715,"(56.36349, 21.48187)",3,4,56.36349,21.48187,7,0.0031591156281450127,0.0031257814453613405,0.003204683110251781
8716,"(51.095, 4.01969)",3,2,51.095,4.01969,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8717,"(49.00397, 2.51638)",3,1,49.00397,2.51638,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8718,"(53.75347, -1.62905)",3,2,53.75347,-1.62905,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8719,"(51.84778, -4.33563)",3,3,51.84778,-4.33563,6,0.0027078133955528677,0.0023443360840210052,0.003204683110251781
8720,"(51.3422, -0.19135)",3,1,51.3422,-0.19135,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8721,"(54.47907, 17.01011)",3,1,54.47907,17.01011,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8722,"(51.76444, 0.00464)",3,3,51.76444,0.00464,6,0.0027078133955528677,0.0023443360840210052,0.003204683110251781
8723,"(56.12045, -3.15445)",3,1,56.12045,-3.15445,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8724,"(51.92519, -8.47345)",3,2,51.92519,-8.47345,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8725,"(60.29773, -1.3613)",3,1,60.29773,-1.3613,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8726,"(54.03777, -6.17428)",3,7,54.03777,-6.17428,10,0.004513022325921446,0.005470117529382345,0.003204683110251781
8727,"(53.39505, -6.14864)",3,6,53.39505,-6.14864,9,0.004061720093329301,0.0046886721680420105,0.003204683110251781
8728,"(52.81234, -1.62745)",3,12,52.81234,-1.62745,15,0.0067695334888821694,0.009377344336084021,0.003204683110251781
8729,"(51.5088, -0.06191)",3,1,51.5088,-0.06191,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8730,"(51.92922, -2.3938)",3,5,51.92922,-2.3938,8,0.003610417860737157,0.003907226806701676,0.003204683110251781
8731,"(53.34714, -2.98541)",3,7,53.34714,-2.98541,10,0.004513022325921446,0.005470117529382345,0.003204683110251781
8732,"(52.48607, -0.70304)",3,1,52.48607,-0.70304,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8733,"(58.26469, 14.81852)",3,1,58.26469,14.81852,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8734,"(51.55064, 4.45749)",3,1,51.55064,4.45749,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8735,"(53.69251, -1.82426)",3,12,53.69251,-1.82426,15,0.0067695334888821694,0.009377344336084021,0.003204683110251781
8736,"(51.2513, -2.20843)",3,1,51.2513,-2.20843,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8737,"(56.89485, 14.55052)",3,9,56.89485,14.55052,12,0.005415626791105735,0.007033008252063015,0.003204683110251781
8738,"(53.07251, -2.43542)",3,2,53.07251,-2.43542,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8739,"(52.2301, 5.3642)",3,1,52.2301,5.3642,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8740,"(52.69121, -8.7537)",3,3,52.69121,-8.7537,6,0.0027078133955528677,0.0023443360840210052,0.003204683110251781
8741,"(57.28707, 13.62761)",3,5,57.28707,13.62761,8,0.003610417860737157,0.003907226806701676,0.003204683110251781
8742,"(52.99919, 7.94441)",3,2,52.99919,7.94441,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8743,"(61.49641, 23.75659)",3,1,61.49641,23.75659,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8744,"(60.3071, 24.85059)",3,1,60.3071,24.85059,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8745,"(55.95185, -3.20639)",3,1,55.95185,-3.20639,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8746,"(50.67458, 5.4842)",3,3,50.67458,5.4842,6,0.0027078133955528677,0.0023443360840210052,0.003204683110251781
8747,"(52.60034, -8.97588)",3,1,52.60034,-8.97588,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8748,"(62.84841, 27.63822)",3,2,62.84841,27.63822,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8749,"(50.83455, -0.17386)",3,1,50.83455,-0.17386,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8750,"(51.8565, -2.255)",3,1,51.8565,-2.255,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8751,"(51.49141, -0.39827)",3,2,51.49141,-0.39827,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8752,"(52.24598, -8.4273)",3,1,52.24598,-8.4273,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8753,"(51.57416, -0.24861)",3,4,51.57416,-0.24861,7,0.0031591156281450127,0.0031257814453613405,0.003204683110251781
8754,"(53.45971, -2.8706)",3,1,53.45971,-2.8706,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8755,"(49.89279, 16.46002)",3,2,49.89279,16.46002,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8756,"(54.48132, -6.34859)",3,1,54.48132,-6.34859,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8757,"(57.67573, -4.30449)",3,4,57.67573,-4.30449,7,0.0031591156281450127,0.0031257814453613405,0.003204683110251781
8758,"(59.92023, 10.83547)",3,3,59.92023,10.83547,6,0.0027078133955528677,0.0023443360840210052,0.003204683110251781
8759,"(59.21078, 10.90468)",3,2,59.21078,10.90468,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8760,"(53.58233, -0.06777)",3,12,53.58233,-0.06777,15,0.0067695334888821694,0.009377344336084021,0.003204683110251781
8761,"(60.28277, 25.01766)",3,2,60.28277,25.01766,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8762,"(54.58569, -1.22676)",3,1,54.58569,-1.22676,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8763,"(43.56566, 7.07385)",3,1,43.56566,7.07385,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8764,"(53.52921, -2.7663)",3,3,53.52921,-2.7663,6,0.0027078133955528677,0.0023443360840210052,0.003204683110251781
8765,"(54.97208, -3.75549)",3,1,54.97208,-3.75549,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8766,"(56.25438, 12.97329)",3,2,56.25438,12.97329,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8767,"(54.77218, -1.33918)",3,1,54.77218,-1.33918,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8768,"(45.48576, 8.64831)",3,3,45.48576,8.64831,6,0.0027078133955528677,0.0023443360840210052,0.003204683110251781
8769,"(51.31416, 0.45302)",3,1,51.31416,0.45302,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8770,"(53.31535, -6.40163)",3,2,53.31535,-6.40163,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8771,"(62.91324, 27.70007)",3,1,62.91324,27.70007,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8772,"(59.51256, 10.26848)",3,2,59.51256,10.26848,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8773,"(51.82119, -0.83108)",3,1,51.82119,-0.83108,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8774,"(59.70871, 14.52538)",3,2,59.70871,14.52538,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8775,"(51.20628, 0.0595)",3,2,51.20628,0.0595,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8776,"(53.7767534570623, -1.585416899206589)",3,1,53.7767534570623,-1.585416899206589,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8777,"(57.67064, 12.13171)",3,1,57.67064,12.13171,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8778,"(53.48581, -2.50635)",3,1,53.48581,-2.50635,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8779,"(52.4674, 4.64538)",3,3,52.4674,4.64538,6,0.0027078133955528677,0.0023443360840210052,0.003204683110251781
8780,"(52.53615, 13.16978)",3,1,52.53615,13.16978,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8781,"(51.47058, 0.34178)",3,2,51.47058,0.34178,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
8782,"(53.49393, -2.2022)",3,10,53.49393,-2.2022,13,0.00586692902369788,0.007814453613403351,0.003204683110251781
8783,"(43.55701, 6.96746)",3,1,43.55701,6.96746,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8784,"(52.40446, -1.59582)",3,1,52.40446,-1.59582,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8785,"(51.50166, 0.02408)",3,1,51.50166,0.02408,4,0.0018052089303685786,0.0007814453613403351,0.003204683110251781
8786,"(61.49865, 21.80831)",3,2,61.49865,21.80831,5,0.002256511162960723,0.0015628907226806702,0.003204683110251781
